entity,end-date
1724955,2024-02-14
1724956,2024-02-14
1724957,2024-02-14
1724958,2024-02-14
1724959,2024-02-14
1724960,2024-02-14
1724961,2024-02-14
1724962,2024-02-14
1724995,2021-04-13
1724996,2021-04-13
1724997,2021-04-13
1724998,2021-04-13
1724999,2021-04-13
1725000,2021-04-13
1725001,2021-04-13
1725002,2021-04-13
1725003,2021-04-13
1725004,2021-04-13
1725005,2021-04-13
1725006,2021-04-13
1725007,2021-04-13
1725008,2021-04-13
1725011,2021-04-13
1725013,2022-01-19
1725014,2022-01-19
1725015,2022-01-19
1725016,2022-01-19
1725017,2022-01-19
1725018,2022-01-19
1725019,2021-10-26
1725025,2021-07-28
1725026,2021-07-28
1725028,2023-07-07
1725029,2023-07-07
1725030,2024-12-02
1725031,2023-07-07
1725035,2024-12-02
1725037,2023-07-07
1725047,2018-07-05
1725048,2018-07-05
1725049,2018-07-05
1725055,2024-12-19
1725056,2024-12-19
1725061,2022-11-22
1725063,2024-12-19
1725065,2024-12-19
1725068,2024-12-19
1725071,2022-11-22
1725072,2022-11-22
1725073,2024-12-19
1725076,2024-12-19
1725077,2024-12-19
1725080,2024-12-19
1725082,2022-11-22
1725083,2024-12-19
1725084,2024-12-19
1725087,2024-12-19
1725088,2022-11-22
1725091,2022-11-22
1725092,2022-11-22
1725094,2020-12-23
1725124,2024-01-16
1725125,2024-01-16
1725126,2024-01-16
1725127,2024-01-16
1725128,2024-01-16
1725129,2024-01-16
1725130,2024-01-16
1725131,2024-01-16
1725132,2024-01-16
1725133,2024-01-16
1725134,2024-01-16
1725138,2023-07-07
1725150,2019-12-23
1725151,2019-12-23
1725152,2021-12-16
1725153,2021-12-16
1725154,2021-12-16
1725155,2021-12-16
1725156,2021-12-16
1725157,2021-12-16
1725158,2021-12-16
1725159,2021-12-16
1725160,2021-12-16
1725161,2021-12-16
1725162,2021-12-16
1725163,2021-12-16
1725164,2021-12-16
1725165,2021-12-16
1725166,2021-12-16
1725167,2021-12-16
1725168,2021-12-16
1725169,2021-12-16
1725170,2021-12-16
1725171,2021-12-16
1725172,2021-12-16
1725173,2021-12-16
1725174,2021-12-16
1725175,2021-12-16
1725178,2022-11-02
1725179,2022-11-02
1725180,2022-11-02
1725181,2022-11-02
1725182,2022-11-02
1725200,2023-08-16
1725227,2021-12-08
1725233,2021-12-08
1725260,2024-12-18
1725261,2020-12-17
1725268,2020-12-17
1725270,2023-08-16
1725272,2023-08-16
1725276,2023-08-16
1725277,2023-08-16
1725278,2023-08-16
1725279,2023-08-16
1725280,2023-08-16
1725281,2023-08-16
1725282,2023-08-16
1725283,2023-08-16
1725285,2023-08-16
1725286,2023-08-16
1725287,2022-12-20
1725288,2023-08-16
1725289,2023-08-16
1725290,2023-08-16
1725293,2023-08-16
1725295,2023-08-16
1725296,2023-08-16
1725297,2023-08-16
1725298,2023-08-16
1725301,2023-08-16
1725302,2023-08-16
1725303,2023-08-16
1725304,2023-08-16
1725306,2023-08-16
1725307,2021-11-22
1725358,2023-06-08
1725359,2023-06-08
1725360,2023-06-08
1725361,2023-06-08
1725362,2023-06-08
1725363,2023-06-08
1725364,2023-06-08
1725365,2023-06-08
1725366,2023-06-08
1725367,2023-06-08
1725368,2023-06-08
1725369,2023-06-08
1725370,2023-06-08
1725371,2023-06-08
1725372,2023-06-08
1725373,2023-06-08
1725374,2023-06-08
1725375,2023-06-08
1725376,2023-06-08
1725377,2023-06-08
1725378,2023-06-08
1725379,2023-06-08
1725380,2023-06-08
1725381,2023-06-08
1725382,2023-06-08
1725386,2019-12-22
1725387,2019-12-22
1725388,2019-12-22
1725389,2019-12-22
1725390,2019-12-22
1725391,2019-12-22
1725392,2019-12-22
1725393,2019-12-22
1725394,2019-12-22
1725395,2019-12-22
1725396,2019-12-22
1725397,2019-12-22
1725398,2019-12-22
1725401,2022-12-21
1725402,2022-12-21
1725404,2021-12-15
1725405,2021-12-15
1725407,2021-12-15
1725408,2021-12-15
1725409,2018-07-30
1725410,2018-07-30
1725411,2018-07-30
1725412,2018-07-30
1725413,2018-07-30
1725414,2018-07-30
1725415,2018-07-30
1725416,2018-07-30
1725417,2018-07-30
1725418,2018-07-30
1725419,2018-07-30
1725420,2018-07-30
1725421,2018-07-30
1725422,2018-07-30
1725423,2018-07-30
1725424,2018-07-30
1725425,2018-07-30
1725426,2018-07-30
1725427,2018-07-30
1725428,2018-07-30
1725429,2018-07-30
1725430,2018-07-30
1725431,2018-07-30
1725432,2018-07-30
1725433,2018-07-30
1725434,2018-07-30
1725435,2018-07-30
1725436,2018-07-30
1725437,2018-07-30
1725438,2018-07-30
1725439,2018-07-30
1725440,2018-07-30
1725441,2018-07-30
1725442,2018-07-30
1725443,2018-07-30
1725444,2018-07-30
1725445,2018-07-30
1725446,2018-07-30
1725447,2018-07-30
1725448,2018-07-30
1725449,2018-07-30
1725450,2018-07-30
1725451,2018-07-30
1725452,2018-07-30
1725453,2018-07-30
1725454,2018-07-30
1725455,2018-07-30
1725456,2018-07-30
1725457,2018-07-30
1725458,2018-07-30
1725459,2018-07-30
1725460,2018-07-30
1725461,2018-07-30
1725462,2018-07-30
1725463,2018-07-30
1725464,2018-07-30
1725465,2018-07-30
1725466,2018-07-30
1725467,2018-07-30
1725468,2018-07-30
1725469,2018-07-30
1725470,2018-07-30
1725471,2018-07-30
1725472,2018-07-30
1725473,2018-07-30
1725474,2018-07-30
1725475,2018-07-30
1725476,2018-07-30
1725477,2018-07-30
1725478,2018-07-30
1725479,2018-07-30
1725480,2018-07-30
1725481,2018-07-30
1725482,2018-07-30
1725483,2018-07-30
1725484,2018-07-30
1725485,2018-07-30
1725486,2018-07-30
1725487,2018-07-30
1725488,2018-07-30
1725489,2018-07-30
1725490,2018-07-30
1725491,2018-07-30
1725492,2018-07-30
1725493,2018-07-30
1725494,2018-07-30
1725495,2018-07-30
1725496,2018-07-30
1725497,2018-07-30
1725498,2018-07-30
1725499,2018-07-30
1725500,2018-07-30
1725501,2018-07-30
1725502,2018-07-30
1725503,2018-07-30
1725504,2018-07-30
1725505,2018-07-30
1725506,2018-07-30
1725507,2018-07-30
1725508,2021-12-08
1725512,2022-02-19
1725513,2021-12-08
1725514,2021-12-08
1725517,2022-03-16
1725518,2022-03-16
1725519,2019-12-15
1725520,2019-12-15
1725521,2019-12-15
1725522,2019-12-15
1725524,2019-12-15
1725526,2019-12-15
1725527,2022-03-16
1725528,2021-05-11
1725529,2021-05-11
1725530,2021-05-11
1725531,2021-05-11
1725532,2021-05-11
1725533,2021-05-11
1725534,2021-05-11
1725535,2021-05-11
1725536,2021-05-11
1725537,2021-05-11
1725538,2021-05-11
1725539,2021-05-11
1725540,2021-05-11
1725541,2021-05-11
1725542,2021-05-11
1725543,2021-05-11
1725544,2021-05-11
1725545,2021-05-11
1725546,2021-05-11
1725547,2021-05-11
1725548,2021-05-11
1725549,2021-05-11
1725550,2021-05-11
1725551,2021-05-11
1725552,2021-05-11
1725553,2021-05-11
1725554,2021-05-11
1725555,2021-05-11
1725556,2021-05-11
1725557,2021-05-11
1725558,2021-05-11
1725559,2023-11-01
1725560,2021-05-11
1725561,2021-05-11
1725562,2021-05-11
1725563,2021-05-11
1725564,2021-05-11
1725565,2021-05-11
1725604,2022-01-27
1725605,2022-01-27
1725606,2022-01-27
1725607,2022-01-27
1725608,2022-01-27
1725609,2022-01-27
1725610,2022-01-27
1725611,2022-01-27
1725612,2022-01-27
1725613,2022-01-27
1725614,2022-01-27
1725615,2022-01-27
1725616,2022-01-27
1725617,2022-01-27
1725618,2022-01-27
1725619,2022-01-27
1725620,2022-01-27
1725621,2022-01-27
1725622,2022-01-27
1725623,2022-01-27
1725624,2022-01-27
1725625,2022-01-27
1725626,2022-01-27
1725627,2022-01-27
1725628,2022-01-27
1725629,2022-01-27
1725630,2022-01-27
1725631,2022-01-27
1725632,2022-01-27
1725633,2022-01-27
1725634,2022-01-27
1725635,2022-01-27
1725636,2022-01-27
1725637,2022-01-27
1725638,2022-01-27
1725639,2022-01-27
1725640,2022-01-27
1725641,2022-01-27
1725642,2022-01-27
1725643,2022-01-27
1725644,2022-01-27
1725645,2022-01-27
1725646,2022-01-27
1725647,2022-01-27
1725648,2022-01-27
1725649,2022-01-27
1725650,2022-01-27
1725651,2022-01-27
1725652,2022-01-27
1725653,2022-01-27
1725654,2022-01-27
1725655,2022-01-27
1725656,2022-01-27
1725657,2022-01-27
1725658,2022-01-27
1725659,2022-01-27
1725660,2022-01-27
1725661,2022-01-27
1725662,2022-01-27
1725663,2022-01-27
1725664,2022-01-27
1725665,2022-01-27
1725666,2022-01-27
1725667,2022-01-27
1725668,2022-01-27
1725669,2022-01-27
1725670,2022-01-27
1725671,2022-01-27
1725672,2022-01-27
1725673,2022-01-27
1725674,2022-01-27
1725675,2022-01-27
1725676,2022-01-27
1725677,2022-01-27
1725678,2022-01-27
1725679,2021-03-09
1725680,2021-03-09
1725681,2021-03-09
1725682,2021-03-09
1725683,2021-03-09
1725684,2021-03-09
1725685,2021-03-09
1725686,2021-03-09
1725687,2021-03-09
1725688,2021-03-09
1725689,2021-03-09
1725690,2021-03-09
1725691,2021-03-09
1725692,2021-03-09
1725693,2021-03-09
1725694,2021-03-09
1725695,2021-03-09
1725696,2021-03-09
1725697,2021-03-09
1725698,2021-03-09
1725699,2021-03-09
1725700,2021-03-09
1725701,2021-03-09
1725702,2021-03-09
1725703,2021-03-09
1725704,2021-03-09
1725705,2021-03-09
1725706,2021-03-09
1725707,2021-03-09
1725708,2021-03-09
1725709,2021-03-09
1725710,2021-03-09
1725711,2021-03-09
1725712,2020-03-31
1725713,2020-03-31
1725764,2019-12-15
1725765,2019-12-15
1725814,2021-12-30
1725815,2021-12-30
1725816,2021-12-30
1725822,2021-12-30
1725840,2019-12-22
1725841,2019-12-22
1725842,2019-12-22
1725843,2019-12-22
1725844,2019-12-22
1725845,2019-12-22
1725846,2019-12-22
1725847,2019-12-22
1725848,2019-12-22
1725849,2019-12-22
1725850,2019-12-22
1725851,2019-12-22
1725852,2019-12-22
1725853,2019-12-22
1725854,2019-12-22
1725855,2019-12-22
1725856,2019-12-22
1725857,2019-12-22
1725858,2019-12-22
1725859,2019-12-22
1725860,2019-12-22
1725861,2019-12-22
1725862,2019-12-22
1725863,2019-12-22
1725864,2019-12-22
1725865,2019-12-22
1725866,2019-12-22
1725867,2019-12-22
1725868,2019-12-22
1725869,2019-12-22
1725870,2019-12-22
1725871,2019-12-22
1725872,2019-12-22
1725873,2019-12-22
1725874,2019-12-22
1725875,2019-12-22
1725876,2019-12-22
1725877,2019-12-22
1725878,2019-12-22
1725890,2019-12-22
1725892,2019-12-22
1725894,2019-12-22
1725895,2024-01-16
1725897,2019-12-22
1725898,2019-12-22
1725902,2024-01-16
1725903,2019-12-22
1725904,2019-12-22
1725905,2019-12-22
1725906,2019-12-22
1725907,2019-12-22
1725908,2019-12-22
1725909,2019-12-22
1725910,2019-12-22
1725911,2019-12-22
1725912,2019-12-22
1725913,2019-12-22
1725914,2019-12-22
1725915,2019-12-22
1725916,2019-12-22
1725917,2019-12-22
1725918,2019-12-22
1725919,2019-12-22
1725920,2019-12-22
1725921,2019-12-22
1725922,2019-12-22
1725923,2019-12-22
1725924,2019-12-22
1725925,2019-12-22
1725926,2024-01-16
1725927,2019-12-22
1725928,2019-12-22
1725929,2024-12-20
1725930,2024-12-20
1725932,2022-03-14
1725934,2020-10-07
1725935,2020-10-07
1725936,2020-10-07
1725937,2020-10-07
1725938,2020-10-07
1725939,2020-10-07
1725940,2020-10-07
1725941,2020-10-07
1725942,2020-10-07
1725943,2020-10-07
1725946,2019-12-15
1725952,2019-12-15
1725954,2019-12-15
1725961,2019-12-15
1725962,2019-12-15
1725963,2019-12-15
1725964,2019-12-15
1725965,2019-12-15
1725966,2019-12-15
1725968,2019-12-15
1725997,2018-07-30
1725999,2018-05-22
1726000,2018-05-22
1726001,2018-05-22
1726002,2018-05-22
1726015,2023-11-01
1726073,2024-06-04
1726077,2024-06-04
1726080,2020-09-17
1726081,2020-09-17
1726082,2020-09-17
1726083,2020-09-17
1726084,2020-09-17
1726085,2020-09-17
1726086,2020-09-17
1726087,2020-09-17
1726088,2020-09-17
1726089,2020-09-17
1726090,2020-09-17
1726091,2020-09-17
1726092,2020-09-17
1726093,2023-08-16
1726095,2021-03-31
1726096,2021-03-31
1726097,2021-03-31
1726098,2021-03-31
1726099,2021-03-31
1726100,2021-03-31
1726101,2021-03-31
1726102,2021-03-31
1726103,2021-03-31
1726104,2021-03-31
1726105,2021-03-31
1726106,2021-03-31
1726107,2021-03-31
1726108,2021-03-31
1726109,2021-03-31
1726110,2021-03-31
1726111,2021-03-31
1726112,2021-03-31
1726113,2021-03-31
1726114,2021-03-31
1726115,2021-03-31
1726116,2021-03-31
1726117,2021-03-31
1726118,2021-03-31
1726119,2021-03-31
1726120,2021-03-31
1726121,2021-03-31
1726122,2021-03-31
1726123,2021-03-31
1726124,2021-03-31
1726125,2021-03-31
1726126,2021-03-31
1726127,2019-12-30
1726128,2019-12-30
1726129,2019-12-30
1726130,2019-12-30
1726131,2019-12-30
1726132,2019-12-30
1726133,2019-12-30
1726134,2019-12-30
1726135,2019-12-30
1726136,2019-12-30
1726137,2019-12-30
1726138,2019-12-30
1726142,2020-12-22
1726144,2020-12-22
1726146,2020-12-22
1726153,2021-01-05
1726160,2021-01-05
1726162,2020-12-22
1726163,2020-12-22
1726165,2020-12-22
1726170,2021-01-05
1726174,2020-12-22
1726175,2020-12-22
1726180,2021-01-05
1726184,2020-12-22
1726187,2020-12-22
1726188,2020-12-22
1726190,2020-12-22
1726193,2020-12-22
1726194,2020-12-22
1726199,2020-12-22
1726200,2020-12-22
1726205,2023-12-22
1726208,2020-12-22
1726209,2020-12-22
1726211,2021-01-05
1726212,2020-12-22
1726213,2020-12-22
1726215,2020-12-22
1726216,2020-12-22
1726217,2020-12-22
1726218,2020-12-22
1726231,2021-01-05
1726242,2020-12-22
1726243,2023-08-11
1726250,2021-01-05
1726251,2020-12-22
1726253,2020-12-22
1726263,2020-12-22
1726264,2020-12-22
1726265,2020-12-22
1726269,2024-12-12
1726270,2023-08-11
1726271,2023-08-11
1726272,2023-08-11
1726273,2023-08-11
1726317,2023-08-15
1726318,2023-08-15
1726319,2023-08-15
1726320,2023-08-15
1726321,2023-08-15
1726322,2023-08-15
1726323,2023-08-15
1726324,2023-08-15
1726325,2023-08-15
1726326,2023-08-15
1726327,2023-08-15
1726328,2023-08-15
1726329,2023-08-15
1726330,2023-08-15
1726331,2023-08-15
1726332,2023-08-15
1726333,2023-08-15
1726334,2023-08-15
1726335,2023-08-15
1726336,2023-08-15
1726337,2023-08-15
1726338,2023-08-15
1726339,2023-08-15
1726340,2023-08-15
1726341,2023-08-15
1726342,2023-08-15
1726343,2023-08-15
1726344,2023-08-15
1726345,2023-08-15
1726346,2023-08-15
1726347,2023-08-15
1726348,2023-08-15
1726349,2023-08-15
1726350,2023-08-15
1726351,2023-08-15
1726352,2023-08-15
1726353,2023-08-15
1726354,2023-08-15
1726355,2023-08-15
1726356,2023-08-15
1726357,2023-08-15
1726358,2023-08-15
1726359,2023-08-15
1726360,2023-08-15
1726361,2023-08-15
1726362,2023-08-15
1726363,2023-08-15
1726364,2023-08-15
1726365,2023-08-15
1726366,2023-08-15
1726367,2023-08-15
1726368,2023-08-15
1726369,2023-08-15
1726370,2023-08-15
1726371,2018-07-30
1726372,2018-07-30
1726373,2018-07-30
1726734,2018-07-11
1726735,2018-07-11
1726736,2018-07-11
1726737,2018-07-11
1726738,2018-07-11
1726739,2018-07-11
1726740,2018-07-11
1726741,2018-07-11
1726753,2025-01-23
1726754,2025-01-23
1726755,2025-01-23
1726756,2025-01-23
1726757,2025-01-23
1726758,2025-01-23
1726759,2025-01-23
1726760,2025-01-23
1726761,2025-01-23
1726762,2025-01-23
1726763,2025-01-23
1726764,2025-01-23
1726765,2025-01-23
1726766,2025-01-23
1726767,2025-01-23
1726768,2025-01-23
1726769,2025-01-23
1726770,2025-01-23
1726771,2025-01-23
1726772,2025-01-23
1726773,2025-01-23
1726774,2025-01-23
1726775,2025-01-23
1726776,2025-01-23
1726777,2025-01-23
1726778,2025-01-23
1726779,2025-01-23
1726780,2025-01-23
1726781,2025-01-23
1726782,2025-01-23
1726783,2025-01-23
1726784,2025-01-23
1726785,2025-01-23
1726786,2025-01-23
1726787,2025-01-23
1726788,2025-01-23
1726789,2025-01-23
1726790,2025-01-23
1726791,2025-01-23
1726792,2025-01-23
1726793,2025-01-23
1726794,2025-01-23
1726795,2025-01-23
1726796,2025-01-23
1726797,2025-01-23
1726798,2025-01-23
1726799,2025-01-23
1726800,2025-01-23
1726801,2025-01-23
1726802,2025-01-23
1726803,2025-01-23
1726804,2025-01-23
1726805,2025-01-23
1726806,2025-01-23
1726807,2025-01-23
1726808,2025-01-23
1726809,2025-01-23
1726810,2025-01-23
1726811,2025-01-23
1726812,2025-01-23
1726813,2025-01-23
1726814,2025-01-23
1726815,2025-01-23
1726816,2025-01-23
1726817,2025-01-23
1726818,2025-01-23
1726819,2025-01-23
1726820,2025-01-23
1726821,2021-02-04
1726822,2020-01-15
1726823,2019-12-23
1726824,2019-12-23
1726825,2019-12-23
1726826,2019-12-23
1726827,2019-12-23
1726828,2019-12-23
1726829,2019-12-23
1726830,2019-12-23
1726831,2019-12-23
1726832,2019-12-23
1726833,2019-12-23
1726834,2019-12-23
1726835,2019-12-23
1726836,2019-12-23
1726837,2019-12-23
1726838,2019-12-23
1726839,2019-12-23
1726840,2019-12-23
1726919,2018-07-05
1726920,2018-07-05
1726921,2018-07-05
1726922,2018-07-05
1726923,2018-07-05
1726924,2018-07-05
1726925,2018-07-05
1726926,2018-07-05
1726986,2021-01-11
1726987,2021-01-11
1726988,2023-07-07
1726989,2021-01-11
1726990,2021-01-11
1726991,2021-01-11
1726994,2021-01-11
1726996,2023-07-07
1726998,2021-01-05
1726999,2021-01-05
1727150,2019-12-23
1727151,2019-12-23
1727152,2019-12-23
1727153,2019-12-23
1727154,2019-12-23
1727155,2019-12-23
1727156,2019-12-23
1727157,2019-12-23
1727158,2019-12-23
1727159,2019-12-23
1727160,2019-12-23
1727161,2019-12-23
1727162,2019-12-23
1727163,2019-12-23
1727164,2019-12-23
1727165,2019-12-23
1727166,2019-12-23
1727167,2019-12-23
1727168,2019-12-23
1727169,2019-12-23
1727170,2019-12-23
1727171,2019-12-23
1727172,2019-12-23
1727173,2019-12-23
1727174,2019-12-23
1727175,2019-12-23
1727176,2019-12-23
1727177,2019-12-23
1727178,2019-12-23
1727179,2019-12-23
1727180,2019-12-23
1727181,2019-12-23
1727182,2019-12-23
1727183,2019-12-23
1727184,2019-12-23
1727185,2019-12-23
1727186,2019-12-23
1727187,2019-12-23
1727188,2019-12-23
1727189,2019-12-23
1727190,2019-12-23
1727194,2023-08-17
1727195,2023-08-17
1727228,2020-08-25
1727229,2020-08-25
1727230,2020-08-25
1727231,2020-08-25
1727232,2020-08-25
1727233,2020-08-25
1727234,2020-08-25
1727235,2020-08-25
1727236,2020-08-25
1727237,2020-08-25
1727238,2020-08-25
1727239,2020-08-25
1727240,2020-08-25
1727241,2020-08-25
1727242,2020-08-25
1727243,2020-08-25
1727244,2020-08-25
1727245,2020-08-25
1727246,2020-08-25
1727247,2020-08-25
1727248,2020-08-25
1727249,2020-08-25
1727250,2020-08-25
1727251,2020-08-25
1727252,2020-08-25
1727253,2020-08-25
1727254,2020-08-25
1727255,2020-08-25
1727256,2020-08-25
1727257,2020-08-25
1727258,2020-08-25
1727259,2020-08-25
1727260,2020-08-25
1727261,2020-08-25
1727262,2020-08-25
1727263,2020-08-25
1727264,2020-08-25
1727265,2020-08-25
1727266,2020-08-25
1727267,2020-08-25
1727268,2020-08-25
1727269,2020-08-25
1727270,2020-08-25
1727271,2020-08-25
1727272,2020-08-25
1727273,2020-08-25
1727274,2020-08-25
1727275,2020-08-25
1727276,2020-08-25
1727292,2024-12-10
1727296,2024-12-10
1727299,2021-02-09
1727312,2018-07-05
1727314,2018-07-05
1727315,2018-07-05
1727316,2018-07-05
1727317,2018-07-05
1727318,2018-07-05
1727319,2018-07-05
1727320,2018-07-05
1727321,2018-07-05
1727322,2019-11-26
1727323,2019-11-26
1727325,2019-11-26
1727326,2019-11-26
1727331,2023-06-23
1727335,2023-06-23
1727336,2023-06-23
1727339,2023-06-23
1727420,2024-02-14
1727421,2023-08-14
1727429,2023-08-14
1727430,2023-08-14
1727432,2023-08-14
1727433,2023-08-14
1727436,2023-08-14
1727437,2023-08-14
1727439,2023-07-07
1727440,2023-07-07
1727443,2023-07-07
1727446,2023-07-07
1727447,2023-07-07
1727450,2023-07-07
1727452,2023-07-07
1727461,2025-02-05
1727462,2023-07-07
1727463,2023-07-07
1727464,2023-07-07
1727465,2023-07-07
1727466,2023-07-07
1727467,2023-07-07
1727468,2023-07-07
1727469,2023-07-07
1727470,2018-07-10
1727471,2018-07-10
1727472,2018-07-10
1727473,2018-07-10
1727474,2018-07-10
1727475,2018-07-10
1727476,2018-07-10
1727477,2018-07-10
1727478,2018-07-10
1727479,2018-07-10
1727480,2018-07-10
1727481,2018-07-10
1727482,2018-07-10
1727483,2018-07-10
1727484,2018-07-10
1727485,2018-07-10
1727486,2018-07-10
1727487,2018-07-10
1727488,2018-07-10
1727489,2018-07-10
1727490,2018-07-10
1727491,2018-07-10
1727492,2018-07-10
1727493,2018-07-10
1727494,2018-07-10
1727495,2018-07-10
1727496,2018-07-10
1727497,2018-07-10
1727498,2018-07-10
1727499,2018-07-10
1727500,2018-07-10
1727501,2018-07-10
1727502,2018-07-10
1727503,2018-07-10
1727504,2018-07-10
1727505,2018-07-10
1727506,2018-07-10
1727507,2018-07-10
1727508,2018-07-10
1727509,2018-07-10
1727510,2018-07-10
1727511,2018-07-10
1727512,2018-07-10
1727513,2018-07-10
1727514,2018-07-10
1727515,2018-07-10
1727516,2018-07-10
1727517,2018-07-10
1727518,2018-07-10
1727519,2018-07-10
1727520,2018-07-10
1727521,2018-07-10
1727522,2018-07-10
1727523,2018-07-10
1727524,2018-07-10
1727525,2018-07-10
1727526,2018-07-10
1727527,2018-07-10
1727528,2018-07-10
1727529,2018-07-10
1727530,2018-07-10
1727531,2018-07-10
1727532,2018-07-10
1727533,2018-07-10
1727534,2018-07-10
1727535,2018-07-10
1727536,2018-07-10
1727537,2019-12-15
1727538,2019-12-15
1727539,2019-12-15
1727540,2019-12-15
1727541,2019-12-15
1727542,2019-12-15
1727543,2019-12-15
1727544,2019-12-15
1727545,2019-12-15
1727546,2019-12-15
1727547,2019-12-15
1727548,2019-12-15
1727549,2019-12-15
1727550,2019-12-15
1727551,2019-12-15
1727552,2019-12-15
1727553,2018-07-05
1727554,2018-07-05
1727555,2018-07-05
1727556,2018-07-05
1727557,2018-07-05
1727558,2018-07-05
1727559,2018-07-05
1727560,2018-07-05
1727561,2018-07-05
1727562,2018-07-05
1727563,2018-07-05
1727564,2018-07-05
1727565,2018-07-05
1727566,2018-07-05
1727567,2018-07-05
1727568,2019-11-26
1727569,2019-11-26
1727570,2019-11-26
1727571,2021-03-30
1727572,2021-03-30
1727577,2022-01-19
1727582,2019-12-22
1727584,2019-12-22
1727585,2019-12-22
1727586,2019-12-22
1727587,2019-12-22
1727588,2019-12-22
1727589,2019-12-22
1727591,2019-12-22
1727592,2019-12-22
1727593,2019-12-22
1727594,2019-12-22
1727595,2019-12-22
1727596,2019-12-22
1727597,2023-08-31
1727598,2019-12-22
1727600,2019-12-22
1727601,2024-11-13
1727602,2019-12-22
1727603,2019-12-22
1727604,2019-12-22
1727605,2019-12-22
1727607,2024-11-13
1727608,2023-08-31
1727609,2019-12-22
1727610,2019-12-22
1727611,2019-12-22
1727612,2024-11-13
1727613,2019-12-22
1727614,2019-12-22
1727615,2024-11-13
1727617,2024-11-13
1727619,2019-12-22
1727620,2019-12-22
1727622,2023-08-31
1727623,2019-12-22
1727624,2019-12-22
1727625,2019-12-22
1727626,2019-12-22
1727627,2024-11-13
1727628,2019-12-22
1727629,2024-11-13
1727630,2019-12-22
1727633,2019-12-22
1727634,2019-12-22
1727635,2024-11-13
1727636,2024-11-13
1727637,2024-11-13
1727638,2024-11-13
1727639,2024-11-13
1727640,2024-11-13
1727641,2019-12-22
1727642,2019-12-22
1727644,2019-12-22
1727646,2019-12-22
1727647,2019-12-22
1727648,2024-11-13
1727649,2024-11-13
1727651,2024-11-13
1727652,2024-11-13
1727653,2019-12-22
1727654,2019-12-22
1727656,2019-12-22
1727658,2019-12-22
1727659,2019-12-22
1727660,2023-08-31
1727661,2019-12-22
1727662,2024-11-13
1727663,2024-11-13
1727665,2019-12-22
1727666,2019-12-22
1727667,2024-11-13
1727668,2024-11-13
1727669,2024-11-13
1727670,2024-11-13
1727671,2019-12-22
1727677,2024-11-13
1727679,2024-11-13
1727681,2024-11-13
1727682,2024-11-13
1727683,2024-11-13
1727684,2024-11-13
1727687,2024-11-13
1727688,2024-11-13
1727691,2024-11-13
1727692,2024-11-13
1727693,2023-08-31
1727694,2019-12-22
1727695,2019-12-22
1727696,2019-12-22
1727697,2019-12-22
1727698,2019-12-22
1727699,2019-12-22
1727700,2019-12-22
1727701,2019-12-22
1727702,2019-12-22
1727703,2019-12-22
1727704,2019-12-22
1727705,2023-08-31
1727706,2024-11-13
1727707,2024-11-13
1727710,2024-11-13
1727711,2023-08-31
1727712,2024-11-13
1727717,2024-11-13
1727718,2019-12-22
1727721,2024-11-13
1727724,2019-12-22
1727725,2024-11-13
1727727,2019-12-22
1727729,2019-12-22
1727731,2024-11-13
1727735,2024-11-13
1727740,2019-12-22
1727743,2024-11-13
1727744,2024-11-13
1727747,2024-11-13
1727748,2023-08-31
1727749,2019-12-22
1727750,2019-12-22
1727751,2019-12-22
1727752,2019-12-22
1727754,2023-07-07
1727755,2023-07-07
1727777,2021-06-08
1727779,2021-06-08
1727780,2021-06-08
1727781,2021-06-08
1727782,2021-06-08
1727783,2021-06-08
1727784,2021-06-08
1727785,2021-06-08
1727786,2021-06-08
1727787,2021-06-08
1727788,2021-06-08
1727789,2021-06-08
1727790,2021-06-08
1727791,2021-06-08
1727792,2021-06-08
1727794,2021-06-08
1727796,2021-06-08
1727797,2021-06-08
1727798,2021-06-08
1727799,2021-06-08
1727800,2021-06-08
1727801,2021-06-08
1727802,2021-06-08
1727804,2021-06-08
1727805,2021-06-08
1727806,2021-06-08
1727807,2021-06-08
1727808,2021-06-08
1727809,2021-06-08
1727810,2021-06-08
1727811,2021-06-08
1727812,2021-06-08
1727813,2021-06-08
1727814,2021-06-08
1727815,2021-06-08
1727817,2021-06-08
1727818,2021-06-08
1727819,2021-06-08
1727820,2021-06-08
1727821,2021-06-08
1727822,2021-06-08
1727823,2021-06-08
1727824,2021-06-08
1727825,2021-06-08
1727826,2021-06-08
1727827,2021-06-08
1727828,2021-06-08
1727829,2021-06-08
1727830,2021-06-08
1727831,2021-06-08
1727833,2021-06-08
1727834,2021-06-08
1727835,2021-06-08
1727837,2021-06-08
1727839,2021-06-08
1727841,2021-06-08
1727842,2021-06-08
1727843,2021-06-08
1727844,2021-06-08
1727845,2021-06-08
1727846,2021-06-08
1727847,2021-06-08
1727848,2021-06-08
1727849,2021-06-08
1727850,2021-06-08
1727851,2021-06-08
1727852,2021-06-08
1727853,2021-06-08
1727854,2021-06-08
1727856,2021-06-08
1727859,2021-06-08
1727860,2021-06-08
1727861,2021-06-08
1727862,2021-06-08
1727863,2021-06-08
1727864,2021-06-08
1727866,2021-06-08
1727868,2021-06-08
1727869,2021-06-08
1727870,2021-06-08
1727871,2021-06-08
1727872,2021-06-08
1727874,2021-06-08
1727875,2019-12-15
1727876,2019-12-15
1727877,2019-12-15
