entity,end-date
1710288,2022-05-13
1710293,2023-08-16
1710297,2023-08-16
1710422,2020-03-27
1710423,2020-03-27
1710424,2020-03-27
1710425,2020-03-27
1710426,2020-03-27
1710480,2023-01-26
1710497,2024-12-20
1710498,2024-12-20
1710499,2024-12-20
1710501,2024-12-20
1710503,2024-12-20
1710510,2024-12-20
1710517,2024-12-20
1710521,2024-12-20
1710525,2024-12-20
1710540,2024-12-20
1710545,2024-12-20
1710557,2024-12-20
1710558,2024-12-20
1710560,2024-12-20
1710565,2024-12-20
1710566,2024-12-20
1710567,2024-12-20
1710818,2020-09-21
1710819,2020-09-21
1710820,2020-09-21
1710821,2020-09-21
1710822,2020-09-21
1710823,2020-09-21
1710824,2020-09-21
1710825,2020-09-21
1710826,2020-09-21
1710827,2020-09-21
1710830,2023-07-06
1710833,2023-07-06
1710837,2023-07-06
1710840,2023-07-06
1710842,2023-07-06
1710847,2022-09-06
1710848,2022-09-06
1710849,2022-09-06
1710850,2022-09-06
1710851,2022-09-06
1710852,2022-09-06
1710853,2022-09-06
1710854,2022-09-06
1710855,2022-09-06
1710856,2022-09-06
1710857,2022-09-06
1710858,2022-09-06
1710859,2022-09-06
1710860,2022-09-06
1710861,2022-09-06
1710862,2022-09-06
1710863,2022-09-06
1710864,2022-09-06
1710865,2022-09-06
1710866,2022-09-06
1710867,2022-09-06
1710868,2022-09-06
1710869,2022-09-06
1710870,2022-09-06
1710988,2020-12-11
1711013,2021-01-22
1711018,2024-01-12
1711027,2024-01-12
1711032,2024-01-12
1711034,2023-01-10
1711039,2021-01-22
1711040,2024-01-12
1711041,2021-01-22
1711042,2021-01-22
1711049,2023-01-10
1711052,2021-10-27
1711054,2025-01-24
1711058,2025-01-24
1711060,2021-10-26
1711061,2025-01-24
1711062,2025-01-24
1711063,2025-01-24
1711066,2022-11-22
1711069,2022-11-22
1711072,2021-10-27
1711075,2021-10-27
1711078,2021-10-27
1711079,2025-01-24
1711081,2022-11-22
1711083,2021-10-26
1711085,2021-10-27
1711086,2025-01-24
1711087,2021-10-27
1711138,2023-03-06
1711139,2023-03-06
1711140,2023-03-06
1711142,2023-03-06
1711144,2023-03-06
1711145,2023-03-06
1711146,2023-03-06
1711148,2023-03-06
1711149,2023-03-06
1711150,2023-03-06
1711182,2020-12-15
1711183,2019-12-30
1711184,2019-12-30
1711185,2019-12-01
1711186,2020-12-15
1711188,2025-01-02
1711191,2025-01-02
1711193,2025-01-02
1711194,2025-01-02
1711195,2025-01-02
1711198,2025-01-02
1711199,2025-01-02
1711202,2025-01-02
1711203,2025-01-02
1711204,2025-01-02
1711206,2025-01-02
1711208,2025-01-02
1711209,2025-01-02
1711210,2025-01-02
1711211,2025-01-02
1711212,2025-01-02
1711213,2025-01-02
1711215,2025-01-02
1711216,2025-01-02
1711217,2025-01-02
1711218,2025-01-02
1711219,2025-01-02
1711224,2025-01-02
1711227,2025-01-02
1711228,2025-01-02
1711232,2025-01-02
1711233,2025-01-02
1711237,2025-01-02
1711241,2025-01-02
1711243,2025-01-02
1711246,2025-01-02
1711250,2025-01-02
1711251,2025-01-02
1711256,2025-01-02
1711257,2025-01-02
1711260,2025-01-02
1711262,2025-01-02
1711264,2025-01-02
1711267,2025-01-02
1711268,2025-01-02
1711270,2025-01-02
1711271,2025-01-02
1711274,2025-01-02
1711276,2025-01-02
1711279,2025-01-02
1711280,2025-01-02
1711282,2025-01-02
1711284,2025-01-02
1711285,2025-01-02
1711289,2025-01-02
1711294,2025-01-02
1711295,2025-01-02
1711296,2025-01-02
1711297,2025-01-02
1711298,2025-01-02
1711303,2025-01-02
1711305,2025-01-02
1711306,2025-01-02
1711307,2025-01-02
1711309,2025-01-02
1711310,2025-01-02
1711315,2025-01-02
1711316,2025-01-02
1711317,2025-01-02
1711319,2025-01-02
1711320,2025-01-02
1711321,2025-01-02
1711322,2025-01-02
1711323,2025-01-02
1711324,2025-01-02
1711325,2025-01-02
1711328,2025-01-02
1711329,2025-01-02
1711330,2025-01-02
1711331,2020-07-06
1711332,2018-07-05
1711336,2021-06-16
1711342,2022-05-03
1711343,2021-06-16
1711347,2021-06-16
1711354,2022-05-03
1711374,2022-05-03
1711376,2022-05-03
1711381,2022-09-27
1711386,2022-09-27
1711392,2021-06-16
1711410,2022-05-03
1711412,2022-09-27
1711413,2023-10-30
1711415,2022-05-03
1711420,2022-05-03
1711437,2021-06-16
1711441,2021-06-16
1711444,2018-07-31
1711445,2018-07-31
1711446,2024-11-13
1711447,2018-07-31
1711448,2018-07-31
1711449,2023-08-31
1711450,2024-11-13
1711451,2024-11-13
1711452,2018-07-31
1711453,2024-11-13
1711454,2018-07-31
1711455,2024-11-13
1711456,2024-11-13
1711458,2018-07-31
1711459,2018-07-31
1711460,2018-07-31
1711461,2024-11-13
1711462,2018-07-31
1711463,2018-07-31
1711464,2018-07-31
1711466,2024-11-13
1711467,2018-07-31
1711469,2018-07-31
1711470,2024-11-13
1711471,2018-07-31
1711472,2024-11-13
1711473,2018-07-31
1711474,2018-07-31
1711475,2024-11-13
1711476,2018-07-31
1711477,2018-07-31
1711478,2018-07-31
1711479,2024-11-13
1711480,2024-11-13
1711481,2024-11-13
1711482,2024-11-13
1711483,2018-07-31
1711484,2024-11-13
1711485,2018-07-31
1711486,2018-07-31
1711487,2024-11-13
1711488,2018-07-31
1711490,2024-11-13
1711491,2018-07-31
1711492,2018-07-31
1711493,2018-07-31
1711494,2018-07-31
1711495,2018-07-31
1711496,2018-07-31
1711497,2018-07-31
1711499,2018-07-31
1711500,2018-07-31
1711501,2024-11-13
1711502,2018-07-31
1711503,2018-07-31
1711504,2018-07-31
1711505,2018-07-31
1711506,2018-07-31
1711508,2018-07-31
1711509,2018-07-31
1711510,2018-07-31
1711511,2018-07-31
1711513,2018-07-31
1711514,2018-07-31
1711515,2018-07-31
1711516,2018-07-31
1711517,2018-07-31
1711518,2018-07-31
1711519,2018-07-31
1711520,2018-07-31
1711521,2024-11-13
1711522,2018-07-31
1711523,2018-07-31
1711524,2018-07-31
1711525,2018-07-31
1711526,2018-07-31
1711527,2018-07-31
1711528,2018-07-31
1711529,2018-07-31
1711530,2018-07-31
1711531,2018-07-31
1711532,2018-07-31
1711533,2018-07-31
1711534,2018-07-31
1711535,2018-07-31
1711536,2018-07-31
1711537,2018-07-31
1711539,2018-07-31
1711540,2023-08-31
1711541,2018-07-31
1711542,2018-07-31
1711543,2018-07-31
1711544,2018-07-31
1711545,2018-07-31
1711546,2018-07-31
1711547,2018-07-31
1711548,2018-07-31
1711549,2018-07-31
1711550,2018-07-31
1711551,2018-07-31
1711553,2018-07-31
1711554,2018-07-31
1711555,2024-11-13
1711556,2018-07-31
1711557,2018-07-31
1711558,2018-07-31
1711559,2018-07-31
1711560,2018-07-31
1711561,2018-07-31
1711562,2018-07-31
1711563,2018-07-31
1711564,2018-07-31
1711565,2018-07-31
1711566,2018-07-31
1711567,2018-07-31
1711568,2018-07-31
1711569,2018-07-31
1711570,2018-07-31
1711571,2018-07-31
1711572,2018-07-31
1711573,2018-07-31
1711574,2018-07-31
1711575,2018-07-31
1711578,2018-07-31
1711579,2018-07-31
1711580,2018-07-31
1711581,2024-11-13
1711582,2018-07-31
1711583,2018-07-31
1711584,2018-07-31
1711585,2018-07-31
1711586,2018-07-31
1711587,2023-08-31
1711588,2018-07-31
1711589,2018-07-31
1711590,2018-07-31
1711591,2018-07-31
1711592,2018-07-31
1711593,2018-07-31
1711594,2018-07-31
1711595,2018-07-31
1711596,2018-07-31
1711597,2018-07-31
1711598,2018-07-31
1711599,2018-07-31
1711600,2018-07-31
1711601,2018-07-31
1711602,2018-07-31
1711603,2018-07-31
1711604,2018-07-31
1711605,2018-07-31
1711606,2018-07-31
1711607,2018-07-31
1711608,2018-07-31
1711609,2018-07-31
1711610,2018-07-31
1711611,2018-07-31
1711612,2018-07-31
1711613,2018-07-31
1711614,2018-07-31
1711615,2018-07-31
1711616,2018-07-31
1711617,2018-07-31
1711618,2018-07-31
1711619,2018-07-31
1711620,2018-07-31
1711621,2018-07-31
1711622,2018-07-31
1711623,2018-07-31
1711625,2018-07-31
1711626,2018-07-31
1711627,2018-07-31
1711628,2018-07-31
1711630,2018-07-31
1711631,2018-07-31
1711632,2018-07-31
1711633,2018-07-31
1711634,2018-07-31
1711635,2018-07-31
1711636,2018-07-31
1711637,2024-11-13
1711638,2024-11-13
1711639,2024-11-13
1711640,2018-07-31
1711641,2018-07-31
1711642,2018-07-31
1711643,2024-11-13
1711644,2018-07-31
1711645,2018-07-31
1711646,2018-07-31
1711647,2018-07-31
1711648,2023-08-31
1711649,2018-07-31
1711650,2018-07-31
1711651,2018-07-31
1711652,2018-07-31
1711653,2018-07-31
1711654,2018-07-31
1711655,2018-07-31
1711656,2018-07-31
1711657,2018-07-31
1711658,2018-07-31
1711659,2018-07-31
1711660,2018-07-31
1711661,2018-07-31
1711662,2018-07-31
1711663,2018-07-31
1711664,2018-07-31
1711666,2018-07-31
1711667,2018-07-31
1711668,2018-07-31
1711669,2018-07-31
1711670,2018-07-31
1711671,2018-07-31
1711672,2018-07-31
1711673,2018-07-31
1711674,2018-07-31
1711675,2018-07-31
1711676,2018-07-31
1711677,2018-07-31
1711678,2018-07-31
1711679,2024-11-13
1711681,2024-11-13
1711682,2024-11-13
1711683,2018-07-31
1711684,2018-07-31
1711685,2018-07-31
1711686,2018-07-31
1711687,2018-07-31
1711688,2018-07-31
1711689,2018-07-31
1711690,2018-07-31
1711691,2018-07-31
1711692,2018-07-31
1711693,2018-07-31
1711694,2018-07-31
1711695,2018-07-31
1711696,2018-07-31
1711697,2018-07-31
1711698,2024-11-13
1711699,2018-07-31
1711700,2018-07-31
1711701,2018-07-31
1711702,2018-07-31
1711703,2018-07-31
1711704,2018-07-31
1711707,2018-07-31
1711708,2018-07-31
1711709,2018-07-31
1711710,2018-07-31
1711711,2018-07-31
1711712,2018-07-31
1711713,2018-07-31
1711714,2018-07-31
1711715,2024-11-13
1711716,2024-11-13
1711717,2018-07-31
1711718,2018-07-31
1711719,2018-07-31
1711720,2018-07-31
1711721,2018-07-31
1711722,2018-07-31
1711723,2018-07-31
1711724,2018-07-31
1711725,2018-07-31
1711727,2018-07-31
1711728,2024-11-13
1711729,2018-07-31
1711730,2024-11-13
1711731,2018-07-31
1711732,2018-07-31
1711733,2018-07-31
1711735,2018-07-31
1711736,2018-07-31
1711737,2018-07-31
1711738,2018-07-31
1711739,2018-07-31
1711740,2018-07-31
1711741,2018-07-31
1711742,2018-07-31
1711744,2018-07-31
1711745,2018-07-31
1711746,2018-07-31
1711747,2018-07-31
1711748,2018-07-31
1711749,2018-07-31
1711750,2018-07-31
1711751,2018-07-31
1711752,2018-07-31
1711753,2018-07-31
1711754,2018-07-31
1711755,2018-07-31
1711756,2018-07-31
1711757,2023-08-31
1711758,2018-07-31
1711759,2018-07-31
1711760,2018-07-31
1711761,2018-07-31
1711762,2018-07-31
1711764,2018-07-31
1711765,2018-07-31
1711766,2018-07-31
1711767,2018-07-31
1711768,2018-07-31
1711769,2018-07-31
1711770,2018-07-31
1711771,2018-07-31
1711772,2018-07-31
1711773,2018-07-31
1711774,2018-07-31
1711775,2024-11-13
1711776,2018-07-31
1711777,2018-07-31
1711778,2018-07-31
1711779,2018-07-31
1711780,2018-07-31
1711781,2018-07-31
1711782,2024-11-13
1711783,2018-07-31
1711784,2018-07-31
1711785,2023-08-31
1711786,2018-07-31
1711787,2018-07-31
1711788,2018-07-31
1711789,2018-07-31
1711790,2018-07-31
1711791,2018-07-31
1711792,2018-07-31
1711793,2018-07-31
1711794,2018-07-31
1711795,2018-07-31
1711796,2018-07-31
1711797,2018-07-31
1711798,2018-07-31
1711799,2018-07-31
1711800,2018-07-31
1711801,2018-07-31
1711802,2018-07-31
1711803,2018-07-31
1711804,2018-07-31
1711805,2018-07-31
1711806,2018-07-31
1711807,2018-07-31
1711808,2018-07-31
1711809,2024-11-13
1711810,2018-07-31
1711812,2018-07-31
1711813,2018-07-31
1711814,2018-07-31
1711815,2018-07-31
1711816,2018-07-31
1711817,2018-07-31
1711818,2018-07-31
1711819,2018-07-31
1711820,2018-07-31
1711821,2018-07-31
1711822,2018-07-31
1711823,2018-07-31
1711824,2018-07-31
1711825,2018-07-31
1711826,2018-07-31
1711827,2018-07-31
1711828,2018-07-31
1711829,2018-07-31
1711830,2018-07-31
1711831,2018-07-31
1711832,2018-07-31
1711833,2018-07-31
1711834,2018-07-31
1711835,2018-07-31
1711836,2018-07-31
1711837,2024-11-13
1711838,2018-07-31
1711839,2018-07-31
1711840,2018-07-31
1711841,2018-07-31
1711842,2018-07-31
1711843,2018-07-31
1711844,2018-07-31
1711845,2018-07-31
1711846,2018-07-31
1711847,2018-07-31
1711848,2018-07-31
1711849,2024-11-13
1711850,2018-07-31
1711852,2018-07-31
1711853,2018-07-31
1711854,2018-07-31
1711855,2024-11-13
1711857,2018-07-31
1711858,2018-07-31
1711859,2018-07-31
1711860,2018-07-31
1711861,2018-07-31
1711862,2018-07-31
1711863,2018-07-31
1711864,2018-07-31
1711865,2018-07-31
1711867,2018-07-31
1711868,2018-07-31
1711869,2018-07-31
1711870,2018-07-31
1711871,2018-07-31
1711872,2018-07-31
1711873,2018-07-31
1711874,2024-11-13
1711877,2018-07-31
1711878,2018-07-31
1711880,2018-07-31
1711886,2018-07-31
1711887,2023-08-31
1711889,2018-07-31
1711890,2018-07-31
1711892,2018-07-31
1711893,2018-07-31
1711895,2018-07-31
1711896,2018-07-31
1711899,2018-07-31
1711900,2018-07-31
1711901,2018-07-31
1711905,2018-07-31
1711906,2018-07-31
1711907,2023-08-31
1711908,2018-07-31
1711909,2023-08-31
1711910,2018-07-31
1711912,2024-11-13
1711913,2018-07-31
1711914,2018-07-31
1711915,2018-07-31
1711916,2018-07-31
1711917,2023-08-31
1711918,2024-11-13
1711919,2018-07-31
1711920,2018-07-31
1711921,2018-07-31
1711922,2018-07-31
1711923,2023-08-31
1711924,2018-07-31
1711925,2018-07-31
1711926,2018-07-31
1711927,2024-11-13
1711928,2024-11-13
1711929,2018-07-31
1711984,2019-12-09
1712000,2019-12-09
1712001,2019-12-09
1712003,2022-12-14
1712005,2022-12-14
1712013,2022-12-14
1712040,2023-07-07
1712041,2023-07-07
1712043,2023-07-07
1712059,2023-07-07
1712061,2023-07-07
1712063,2020-12-29
1712064,2020-12-29
1712065,2020-12-29
1712066,2020-12-29
1712068,2019-12-22
1712069,2019-11-22
1712070,2019-11-22
1712072,2019-11-22
1712073,2023-07-07
1712074,2019-12-22
1712077,2023-07-07
1712078,2019-11-22
1712082,2019-12-22
1712086,2019-11-22
1712095,2023-07-07
1712096,2019-11-22
1712097,2023-07-07
1712098,2019-11-22
1712100,2023-07-07
1712103,2023-07-07
1712104,2019-11-22
1712106,2019-11-22
1712107,2019-11-22
1712108,2019-12-22
1712109,2019-12-22
1712113,2019-12-22
1712116,2023-07-07
1712117,2019-11-22
1712118,2023-07-07
1712119,2019-12-22
1712120,2023-07-07
1712121,2023-07-07
1712122,2023-07-07
1712125,2019-11-22
1712127,2023-07-07
1712128,2023-07-07
1712129,2023-07-07
1712130,2023-07-07
1712131,2019-12-22
1712132,2023-07-07
1712133,2023-07-07
1712136,2023-07-07
1712137,2023-07-07
1712138,2019-11-22
1712141,2023-07-07
1712142,2019-11-22
1712143,2019-11-22
1712144,2019-11-22
1712145,2019-11-22
1712146,2019-11-22
1712147,2019-12-22
1712150,2023-07-07
1712151,2023-07-07
1712154,2019-12-22
1712155,2023-07-07
1712156,2023-07-07
1712158,2023-07-07
1712159,2019-11-22
1712160,2019-11-22
1712161,2023-07-07
1712163,2019-11-22
1712165,2019-12-22
1712166,2019-12-22
1712167,2019-12-22
1712168,2019-12-22
1712169,2019-11-22
1712171,2023-07-07
1712172,2019-12-22
1712173,2019-11-22
1712174,2019-11-22
1712176,2019-11-22
1712179,2019-11-22
1712180,2023-07-07
1712181,2023-07-07
1712184,2023-07-07
1712185,2019-11-22
1712186,2019-12-22
1712187,2023-07-07
1712188,2019-12-22
1712191,2019-11-22
1712198,2023-07-07
1712199,2023-07-07
1712200,2023-07-07
1712201,2019-12-22
1712202,2023-07-07
1712203,2019-12-22
1712205,2023-07-07
1712206,2023-07-07
1712208,2019-11-22
1712210,2019-12-22
1712211,2019-12-22
1712212,2019-11-22
1712213,2023-07-07
1712214,2023-07-07
1712216,2019-11-22
1712217,2023-07-07
1712218,2023-07-07
1712219,2019-11-22
1712222,2019-12-22
1712223,2019-11-22
1712224,2019-11-22
1712225,2019-11-22
1712226,2019-11-22
1712227,2019-11-22
1712228,2023-07-07
1712229,2023-07-07
1712230,2023-07-07
1712231,2023-07-07
1712232,2019-11-22
1712233,2019-12-22
1712236,2019-11-22
1712237,2019-12-22
1712238,2019-11-22
1712239,2019-12-22
1712242,2023-07-07
1712243,2019-11-22
1712244,2019-12-22
1712245,2023-07-07
1712246,2019-12-22
1712248,2023-07-07
1712249,2023-07-07
1712250,2023-07-07
1712252,2023-07-07
1712255,2023-07-07
1712257,2019-12-22
1712258,2023-07-07
1712260,2019-12-22
1712261,2023-07-07
1712262,2023-07-07
1712263,2019-11-22
1712265,2023-07-07
1712266,2023-07-07
1712268,2023-07-07
1712269,2019-12-22
1712270,2023-07-07
1712271,2023-07-07
1712273,2019-11-22
1712274,2023-07-07
1712275,2019-12-22
1712277,2019-12-22
1712278,2023-07-07
1712279,2023-07-07
1712281,2019-12-22
1712283,2022-04-07
1712284,2022-04-07
1712285,2022-04-07
1712286,2022-04-07
1712287,2022-04-07
1712289,2022-04-07
1712290,2022-04-07
1712291,2022-04-07
1712292,2022-04-07
1712293,2022-04-07
1712294,2022-04-07
1712295,2022-04-07
1712296,2022-04-07
1712297,2022-04-07
1712298,2022-04-07
1712299,2022-04-07
1712300,2022-04-07
1712301,2022-04-07
1712302,2022-04-07
1712303,2022-04-07
1712306,2022-04-07
1712307,2022-04-07
1712308,2022-04-07
1712312,2022-04-07
1712316,2022-04-07
1712317,2022-04-07
1712321,2022-04-07
1712322,2022-04-07
1712323,2022-04-07
1712324,2022-04-07
1712325,2022-04-07
1712326,2022-04-07
1712327,2022-04-07
1712328,2022-04-07
1712329,2022-04-07
1712330,2022-04-07
1712331,2022-04-07
1712332,2022-04-07
1712333,2022-04-07
1712334,2022-04-07
1712335,2022-04-07
1712336,2022-04-07
1712337,2022-04-07
1712338,2022-04-07
1712339,2022-04-07
1712340,2022-04-07
1712341,2022-04-07
1712342,2022-04-07
1712343,2022-04-07
1712344,2022-04-07
1712350,2022-04-07
1712351,2022-04-07
1712353,2022-04-07
1712354,2022-04-07
1712361,2022-04-07
1712364,2022-04-07
1712365,2022-04-07
1712367,2019-12-22
1712368,2019-12-22
1712369,2019-12-22
1712370,2019-12-22
1712371,2019-12-22
1712372,2019-12-22
1712373,2019-12-22
1712374,2019-12-22
1712375,2019-12-22
1712376,2019-12-22
1712377,2019-12-22
1712378,2019-12-22
1712379,2019-12-22
1712380,2019-12-22
1712381,2019-12-22
1712382,2019-12-22
1712383,2019-12-22
1712384,2019-12-22
1712385,2019-12-22
1712386,2019-12-22
1712387,2019-12-22
1712388,2019-12-22
1712389,2019-12-22
1712390,2019-12-22
1712391,2019-12-22
1712392,2019-12-22
1712393,2019-12-22
1712394,2019-12-22
1712395,2019-12-22
1712396,2019-12-22
1712397,2019-12-22
1712398,2019-12-22
1712399,2019-12-22
1712400,2019-12-22
1712401,2019-12-22
1712402,2024-11-27
1712403,2024-11-27
1712404,2024-11-27
1712405,2024-11-27
1712406,2024-11-27
1712415,2024-11-27
1712418,2024-11-27
1712419,2024-11-27
1712420,2024-11-27
1712428,2024-11-27
1712429,2024-11-27
1712431,2024-11-27
1712432,2024-11-27
1712433,2024-11-27
1712434,2024-11-27
1712439,2024-11-27
1712442,2024-11-27
1712451,2019-12-20
1712455,2019-12-20
1712457,2019-12-20
1712458,2019-12-20
1712459,2020-12-23
1712460,2019-12-20
1712461,2019-12-20
1712462,2019-12-20
1712463,2021-12-15
1712464,2020-12-23
1712465,2020-12-23
1712466,2020-12-23
1712467,2020-12-23
1712468,2019-12-20
1712469,2019-12-20
1712470,2019-12-20
1712471,2019-12-20
1712472,2021-12-15
1712473,2019-12-20
1712474,2020-12-23
1712475,2019-12-20
1712476,2019-12-20
1712477,2020-12-23
1712478,2019-12-20
1712479,2019-12-20
1712480,2019-12-20
1712514,2022-02-19
1712515,2020-12-16
1712516,2020-12-16
1712517,2020-12-16
1712519,2022-02-19
1712520,2020-12-16
1712521,2021-12-08
1712523,2021-12-08
1712526,2022-02-19
1712527,2021-12-08
1712528,2022-02-19
1712530,2022-02-19
1712532,2021-12-08
1712533,2021-12-08
1712535,2021-12-08
1712536,2022-02-19
1712537,2021-06-29
1712538,2021-06-29
1712539,2021-06-29
1712540,2021-06-29
1712541,2021-06-29
1712542,2021-06-29
1712543,2021-06-29
1712544,2021-06-29
1712545,2021-06-29
1712546,2021-06-29
1712547,2023-04-06
1712548,2023-04-06
1712549,2023-04-06
1712551,2023-04-06
1712552,2023-04-06
1712553,2023-04-06
1712554,2023-04-06
1712555,2023-04-06
1712556,2023-04-06
1712557,2023-04-06
1712559,2023-04-06
1712560,2023-04-06
1712562,2023-04-06
1712564,2023-04-06
1712565,2023-04-06
1712594,2023-03-29
1712596,2023-03-29
1712597,2023-03-29
1712598,2023-03-29
1712599,2023-03-29
1712600,2023-03-29
1712601,2023-03-29
1712603,2023-03-29
1712604,2023-03-29
1712608,2023-03-29
1712610,2023-03-29
1712613,2023-03-29
1712615,2023-03-29
1712616,2023-03-29
1712617,2023-03-29
1712662,2019-12-14
1712663,2019-12-14
1712666,2023-06-23
1712667,2023-06-23
1712668,2023-06-23
1712669,2023-06-23
1712670,2023-06-23
1712671,2023-06-23
1712672,2023-06-23
1712674,2023-06-23
1712676,2023-06-23
1712678,2023-06-23
1712679,2023-06-23
1712682,2023-06-23
1712685,2023-06-23
1712686,2023-06-23
1712688,2023-06-23
1712690,2023-06-23
1712691,2023-10-19
1712693,2023-06-23
1712694,2023-06-23
1712695,2023-06-23
1712696,2023-06-23
1712698,2023-06-23
1712699,2023-06-23
1712701,2023-06-23
1712705,2023-06-23
1712707,2023-06-23
1712708,2023-06-23
1712709,2023-06-23
1712713,2023-06-23
1712716,2023-06-23
1712718,2023-06-23
1712721,2023-06-23
1712725,2021-12-10
1712726,2021-12-10
1712727,2021-12-10
1712728,2021-12-10
1712729,2021-12-10
1712730,2021-12-10
1712731,2021-12-10
1712732,2021-12-10
1712778,2022-04-13
1712781,2024-12-05
1712784,2022-04-13
1712785,2022-04-13
1712786,2022-04-13
1712788,2022-04-13
1712797,2022-04-13
1712798,2022-04-13
1712799,2024-12-05
1712801,2022-04-13
1712802,2022-04-13
1712803,2024-12-05
1712806,2024-12-05
1712808,2024-12-05
1712818,2022-04-13
1712819,2022-04-13
1712827,2022-04-13
1712837,2019-12-23
1712838,2019-12-23
1712839,2019-12-23
1712840,2019-12-23
1712841,2019-12-23
1712842,2019-12-23
1712843,2019-12-23
1712844,2019-12-23
1712845,2019-12-23
1712846,2019-12-23
1712847,2019-12-23
1712848,2019-12-23
1712849,2019-12-23
1712850,2019-12-23
1712851,2019-12-23
1712852,2019-12-23
1712853,2019-12-23
1712854,2019-12-23
1712855,2019-12-23
1712857,2022-09-27
1712864,2023-10-30
1712873,2024-07-30
1712878,2024-07-30
1712891,2022-05-03
1712899,2024-07-30
1712907,2022-05-03
1712911,2022-05-03
1712914,2024-07-30
1712927,2022-09-27
1712930,2023-10-30
1712936,2022-05-03
1712937,2022-05-03
1712940,2025-01-07
1712941,2025-01-07
1712942,2018-07-18
1712943,2018-07-18
1712944,2019-12-22
1712945,2018-07-18
1712946,2018-07-18
1712948,2018-07-18
1712950,2018-07-18
1712951,2019-12-22
1712954,2019-12-22
1712955,2018-07-18
1712957,2019-12-22
1712958,2018-07-18
1712959,2019-12-22
1712960,2018-07-18
1712961,2019-11-01
1712962,2019-11-01
1713008,2024-06-28
1713009,2024-06-28
1713010,2024-06-28
1713011,2024-06-28
1713012,2024-06-28
1713013,2024-06-28
1713014,2024-06-28
1713015,2024-06-28
1713016,2024-06-28
1713017,2024-06-28
1713018,2024-06-28
1713019,2024-06-28
1713020,2024-06-28
1713021,2024-06-28
1713022,2024-06-28
1713023,2024-06-28
1713024,2024-06-28
1713025,2024-06-28
1713026,2024-06-28
1713027,2024-06-28
1713028,2024-06-28
1713029,2024-06-28
1713030,2024-06-28
1713031,2024-06-28
1713032,2024-06-28
1713033,2024-06-28
1713034,2024-06-28
1713035,2024-06-28
1713036,2024-06-28
1713037,2024-06-28
1713038,2024-06-28
1713039,2024-06-28
1713040,2024-06-28
1713041,2024-06-28
1713042,2024-06-28
1713043,2024-06-28
1713044,2024-06-28
1713045,2024-06-28
1713046,2024-06-28
1713047,2024-06-28
1713048,2024-06-28
1713050,2024-06-28
1713051,2024-06-28
1713052,2024-06-28
1713053,2024-06-28
1713054,2024-06-28
1713055,2024-06-28
1713056,2024-06-28
1713058,2024-06-28
1713059,2024-06-28
1713060,2024-06-28
1713061,2024-06-28
1713062,2024-06-28
1713063,2024-06-28
1713064,2024-06-28
1713065,2024-06-28
1713066,2024-06-28
1713067,2024-06-28
1713068,2024-06-28
1713069,2024-06-28
1713070,2024-06-28
1713071,2024-06-28
1713072,2024-06-28
1713073,2024-06-28
1713074,2024-06-28
1713075,2024-06-28
1713076,2024-06-28
1713077,2024-06-28
1713078,2024-06-28
1713079,2024-06-28
1713080,2024-06-28
1713081,2024-06-28
1713082,2024-06-28
1713083,2024-06-28
1713084,2024-06-28
1713085,2024-06-28
1713086,2024-06-28
1713087,2024-06-28
1713088,2024-06-28
1713089,2024-06-28
1713090,2024-06-28
1713091,2024-06-28
1713092,2024-06-28
1713093,2024-06-28
1713094,2024-06-28
1713095,2024-06-28
1713096,2024-06-28
1713097,2024-06-28
1713098,2024-06-28
1713099,2019-12-22
1713100,2020-12-23
1713103,2019-12-22
1713104,2019-12-22
1713106,2025-02-12
1713116,2019-12-22
1713134,2019-12-22
1713135,2019-12-22
1713136,2019-12-22
1713175,2020-12-23
1713183,2021-12-15
1713184,2020-12-23
1713185,2021-12-15
1713186,2021-12-15
1713187,2021-12-15
1713188,2020-12-23
1713189,2020-12-23
1713190,2021-12-15
1713272,2023-07-07
1713273,2019-12-22
1713274,2023-07-07
1713275,2019-12-22
1713276,2023-07-07
1713277,2019-12-22
1713278,2019-12-22
1713279,2023-07-07
1713280,2023-07-07
1713283,2023-07-07
1713284,2023-07-07
1713286,2023-07-07
1713287,2019-12-22
1713288,2019-12-22
1713290,2019-12-22
1713291,2023-07-07
1713292,2023-07-07
1713294,2023-07-07
1713295,2023-07-07
1713296,2023-07-07
1713297,2023-07-07
1713298,2023-07-07
1713300,2023-07-07
1713301,2023-07-07
1713302,2023-07-07
1713304,2023-07-07
1713305,2019-12-22
1713306,2019-12-22
1713307,2023-07-07
1713309,2023-07-07
1713311,2023-07-07
1713312,2023-07-07
1713313,2023-07-07
1713315,2023-07-07
1713316,2019-12-22
1713317,2019-12-22
1713319,2023-07-07
1713320,2023-07-07
1713341,2020-05-27
1713342,2018-07-11
1713343,2018-07-11
1713344,2024-10-28
1713346,2018-07-11
1713347,2018-07-11
1713348,2018-07-11
1713349,2024-10-28
1713350,2018-07-11
1713351,2018-07-11
1713353,2018-07-11
1713355,2018-07-11
1713356,2018-07-11
1713357,2020-05-27
1713360,2018-07-11
1713361,2020-05-27
1713362,2020-05-27
1713363,2018-07-11
1713364,2020-05-27
1713365,2018-07-11
1713366,2020-05-27
1713367,2018-07-11
1713369,2018-07-11
1713374,2018-07-11
1713375,2018-07-11
1713377,2020-05-27
1713378,2018-07-11
